trans_id,lang,translation
石内原田,ja-Hrkt,いしうちはらだ
半坂,ja,半坂
半坂,ja-Hrkt,はんさか
隠地,ja,隠地
隠地,ja-Hrkt,おんじ
隠地,en,Onji
隠地,ko,온지
隠地,zh-cn,隐地
隠地,zh-tw,隱地
安芸中深川,ja,安芸中深川
安芸中深川,ja-Hrkt,あきなかふかわ
安芸中深川,en,Aki Naka-fukawa
安芸中深川,ko,아키 나카후카와
安芸中深川,zh-cn,安艺中深川
安芸中深川,zh-tw,安藝中深川
安芸庄原,ja,安芸庄原
安芸庄原,ja-Hrkt,あきしょうばら
安芸庄原,en,Aki Shobara
安芸庄原,ko,아키 쇼바라
安芸庄原,zh-cn,安艺庄原
安芸庄原,zh-tw,安藝莊原
上庄原,ja,上庄原
上庄原,ja-Hrkt,かみしょうばら
上庄原,en,Kami-shobara
上庄原,ko,가미쇼바라
上庄原,zh-cn,上庄原
上庄原,zh-tw,上莊原
紙屋町,ja,紙屋町
紙屋町,ja-Hrkt,かみやちょう
紙屋町,en,Kamiyacho
紙屋町,ko,가미야초
紙屋町,zh-cn,纸屋町
紙屋町,zh-tw,紙屋町
八丁堀,ja,八丁堀
八丁堀,ja-Hrkt,はっちょうぼり
八丁堀,en,Hatchobori
八丁堀,ko,핫초보리
八丁堀,zh-cn,八丁堀
八丁堀,zh-tw,八丁堀
銀山町,ja,銀山町
銀山町,ja-Hrkt,かなやまちょう
銀山町,en,Kanayamacho
銀山町,ko,가나야마초
銀山町,zh-cn,银山町
銀山町,zh-tw,銀山町
稲荷町,ja,稲荷町
稲荷町,ja-Hrkt,いなりまち
稲荷町,en,Inarimachi
稲荷町,ko,이나리마치
稲荷町,zh-cn,稻荷町
稲荷町,zh-tw,稻荷町
広島駅,ja,広島駅
広島駅,ja-Hrkt,ひろしまえき
広島駅,en,Hiroshima Sta.
広島駅,ko,히로시마 역
広島駅,zh-cn,广岛站
広島駅,zh-tw,廣島站
東区役所前,ja,東区役所前
東区役所前,ja-Hrkt,ひがしくやくしょまえ
東区役所前,en,Higashi Kuyakusho-mae (Higashi Ward Office)
東区役所前,ko,히가시 구청
東区役所前,zh-cn,东区政府前
東区役所前,zh-tw,東區政府前
広電曙営業所前,ja,広電曙営業所前
広電曙営業所前,ja-Hrkt,ひろでんあけぼのえいぎょうしょまえ
広電曙営業所前,en,Hiroden Akebono Eigyosho-mae
広電曙営業所前,ko,히로덴 아케보노 영업소
広電曙営業所前,zh-cn,广电曙营业所前
広電曙営業所前,zh-tw,廣電曙營業所前
曙町,ja,曙町
曙町,ja-Hrkt,あけぼのちょう
曙町,en,Akebonomachi
曙町,ko,아케보노마치
曙町,zh-cn,曙町
曙町,zh-tw,曙町
矢賀入口,ja,矢賀入口
矢賀入口,ja-Hrkt,やがいりぐち
矢賀入口,en,Yaga-iriguchi
矢賀入口,ko,야가 이리구치
矢賀入口,zh-cn,矢贺入口
矢賀入口,zh-tw,矢賀入口
矢賀新町二丁目,ja,矢賀新町二丁目
矢賀新町二丁目,ja-Hrkt,やがしんまちにちょうめ
矢賀新町二丁目,en,Yaga-shinmachi-nichome (Yaga-shinmachi 2)
矢賀新町二丁目,ko,야가 신마치 2초메
矢賀新町二丁目,zh-cn,矢贺新町二丁目
矢賀新町二丁目,zh-tw,矢賀新町二丁目
大須三丁目,ja,大須三丁目
大須三丁目,ja-Hrkt,おおすさんちょうめ
大須三丁目,en,Osu-sanchome (Osu 3)
大須三丁目,ko,오스 3초메
大須三丁目,zh-cn,大须三丁目
大須三丁目,zh-tw,大須三丁目
本町五丁目,ja,本町五丁目
本町五丁目,ja-Hrkt,ほんまちごちょうめ
本町五丁目,en,Honmachi-gochome (Honmachi 5)
本町五丁目,ko,혼마치 5초메
本町五丁目,zh-cn,本町五丁目
本町五丁目,zh-tw,本町五丁目
本町四丁目,ja,本町四丁目
本町四丁目,ja-Hrkt,ほんまちよんちょうめ
本町四丁目,en,Honmachi-yonchome (Honmachi 4)
本町四丁目,ko,혼마치 4초메
本町四丁目,zh-cn,本町四丁目
本町四丁目,zh-tw,本町四丁目
矢賀駅入口,ja,矢賀駅入口
矢賀駅入口,ja-Hrkt,やがえきいりぐち
矢賀駅入口,en,Yaga Sta.
矢賀駅入口,ko,야가 역
矢賀駅入口,zh-cn,矢贺站入口
矢賀駅入口,zh-tw,矢賀站入口
矢賀新町,ja,矢賀新町
矢賀新町,ja-Hrkt,やがしんまち
イオンモール広島府中,ja,イオンモール広島府中
イオンモール広島府中,ja-Hrkt,いおんもーるひろしまふちゅう
城ヶ丘入口,ja,城ヶ丘入口
城ヶ丘入口,ja-Hrkt,じょうがおかいりぐち
城ヶ丘入口,en,Jogaoka-iriguchi
城ヶ丘入口,ko,조가오카 이리구치
城ヶ丘入口,zh-cn,城丘入口
城ヶ丘入口,zh-tw,城丘入口
府中変電所,ja,府中変電所
府中変電所,ja-Hrkt,ふちゅうへんでんしょ
府中変電所,en,Fuchu Hendensho
府中変電所,ko,후추 헨덴쇼
府中変電所,zh-cn,府中变电站
府中変電所,zh-tw,府中變電站
広電温品四丁目,ja,広電温品四丁目
広電温品四丁目,ja-Hrkt,ひろでんぬくしなよんちょうめ
愛宕町,ja,愛宕町
愛宕町,ja-Hrkt,あたごまち
愛宕町,en,Atagomachi
愛宕町,ko,아타고마치
愛宕町,zh-cn,爱宕町
愛宕町,zh-tw,愛宕町
本通り,ja,本通り
本通り,ja-Hrkt,ほんどおり
本通り,en,Hon-dori (Hon-dori Ave.)
本通り,ko,혼도리
本通り,zh-cn,本通
本通り,zh-tw,本通
袋町,ja,袋町
袋町,ja-Hrkt,ふくろまち
袋町,en,Fukuromachi
袋町,ko,후쿠로마치
袋町,zh-cn,袋町
袋町,zh-tw,袋町
中電前,ja,中電前
中電前,ja-Hrkt,ちゅうでんまえ
中電前,en,Chuden-mae
中電前,ko,주덴 마에
中電前,zh-cn,中电前
中電前,zh-tw,中電前
市役所前,ja,市役所前
市役所前,ja-Hrkt,しやくしょまえ
市役所前,en,Shiyakusho-mae (City Hall)
市役所前,ko,시청
市役所前,zh-cn,市政府前
市役所前,zh-tw,市政府前
観音三菱前,ja,観音三菱前
観音三菱前,ja-Hrkt,かんのんみつびしまえ
的場町,ja,的場町
的場町,ja-Hrkt,まとばちょう
的場町,en,Matobacho
的場町,ko,마토바초
的場町,zh-cn,的场町
的場町,zh-tw,的場町
鶴羽根神社前,ja,鶴羽根神社前
鶴羽根神社前,ja-Hrkt,つるはねじんじゃまえ
鶴羽根神社前,en,Tsuruhane Jinja-mae (Tsuruhane Jinja Shrine)
鶴羽根神社前,ko,쓰루하네진자 신사
鶴羽根神社前,zh-cn,鹤羽根神社前
鶴羽根神社前,zh-tw,鶴羽根神社前
二葉の里,ja,二葉の里
二葉の里,ja-Hrkt,ふたばのさと
二葉の里,en,Futabanosato
二葉の里,ko,후타바노사토
二葉の里,zh-cn,二叶之里
二葉の里,zh-tw,二葉之裏
東照宮入口,ja,東照宮入口
東照宮入口,ja-Hrkt,とうしょうぐういりぐち
東照宮入口,en,Toshogu-iriguchi (Toshogu Shrine)
東照宮入口,ko,도쇼구 신사
東照宮入口,zh-cn,东照宫入口
東照宮入口,zh-tw,東照宮入口
広島駅新幹線口,ja,広島駅新幹線口
広島駅新幹線口,ja-Hrkt,ひろしまえきしんかんせんぐち
広島駅新幹線口,en,Hiroshima Sta. Shinkansen Entrance
広島駅新幹線口,ko,히로시마 역 신칸센 출입구
広島駅新幹線口,zh-cn,广岛站新干线口
広島駅新幹線口,zh-tw,廣島站新幹線口
新幹線口,ja,新幹線口
新幹線口,ja-Hrkt,ひろしまえきしんかんせんぐち
新幹線口,en,Hiroshima Sta. Shinkansen Entrance
新幹線口,ko,히로시마 역 신칸센 출입구
新幹線口,zh-cn,广岛站新干线口
新幹線口,zh-tw,廣島站新幹線口
若草町,ja,若草町
若草町,ja-Hrkt,わかくさちょう
若草町,en,Wakakusacho
若草町,ko,와카쿠사초
若草町,zh-cn,若草町
若草町,zh-tw,若草町
段原一丁目,ja,段原一丁目
段原一丁目,ja-Hrkt,だんばらいっちょうめ
段原一丁目,en,Dambara-itchome (Dambara 1)
段原一丁目,ko,단바라 1초메
段原一丁目,zh-cn,段原一丁目
段原一丁目,zh-tw,段原一丁目
鶴見橋,ja,鶴見橋
鶴見橋,ja-Hrkt,つるみばし
鶴見橋,en,Tsurumibashi
鶴見橋,ko,쓰루미바시
鶴見橋,zh-cn,鹤见桥
鶴見橋,zh-tw,鶴見橋
比治山橋,ja,比治山橋
比治山橋,ja-Hrkt,ひじやまばし
比治山橋,en,Hijiyamabashi
比治山橋,ko,히지야마바시
比治山橋,zh-cn,比治山桥
比治山橋,zh-tw,比治山橋
南区役所前,ja,南区役所前
南区役所前,ja-Hrkt,みなみくやくしょまえ
南区役所前,en,Minami Kuyakusho-mae (Minami Ward Office)
南区役所前,ko,미나미 구청
南区役所前,zh-cn,南区政府前
南区役所前,zh-tw,南區政府前
出汐町,ja,出汐町
出汐町,ja-Hrkt,でしおちょう
出汐町,en,Deshiocho
出汐町,ko,데시오초
出汐町,zh-cn,出汐町
出汐町,zh-tw,出汐町
出汐一丁目,ja,出汐一丁目
出汐一丁目,ja-Hrkt,でしおいっちょうめ
出汐一丁目,en,Deshio-itchome (Deshio 1)
出汐一丁目,ko,데시오 1초메
出汐一丁目,zh-cn,出汐一丁目
出汐一丁目,zh-tw,出汐一丁目
大学病院前,ja,大学病院前
大学病院前,ja-Hrkt,だいがくびょういんまえ
大学病院前,en,Daigaku Byoin mae (Univ. Hospital)
大学病院前,ko,대학병원 앞
大学病院前,zh-cn,大学医院前
大学病院前,zh-tw,大學醫院前
広島バスセンター,ja,広島バスセンター
広島バスセンター,ja-Hrkt,ひろしまばすせんたー
広島バスセンター,en,Hiroshima Bus Center
広島バスセンター,ko,히로시마 버스센터
広島バスセンター,zh-cn,广岛巴士中心
広島バスセンター,zh-tw,廣島公車中心
アルパーク,ja,アルパーク
アルパーク,ja-Hrkt,あるぱーく
アルパーク,en,Alpark
アルパーク,ko,알파크
アルパーク,zh-cn,ALPARK
アルパーク,zh-tw,ALPARK
皿山公園下,ja,皿山公園下
皿山公園下,ja-Hrkt,さらやまこうえんした
舟入南,ja,舟入南
舟入南,ja-Hrkt,ふないりみなみ
舟入南,en,Funairi-minami
舟入南,ko,후나이리 미나미
舟入南,zh-cn,舟入南
舟入南,zh-tw,舟入南
横川駅前,ja,横川駅前
横川駅前,ja-Hrkt,よこがわえきまえ
横川駅前,en,Yokogawa Sta.
横川駅前,ko,요코가와 역
横川駅前,zh-cn,横川站前
横川駅前,zh-tw,橫川站前
十日市,ja,十日市
十日市,ja-Hrkt,とおかいち
十日市,en,Tokaichi
十日市,ko,도카이치
十日市,zh-cn,十日市
十日市,zh-tw,十日市
本川町,ja,本川町
本川町,ja-Hrkt,ほんかわまち
本川町,en,Honkawacho
本川町,ko,혼카와초
本川町,zh-cn,本川町
本川町,zh-tw,本川町
原爆ドーム前,ja,原爆ドーム前
原爆ドーム前,ja-Hrkt,げんばくどーむまえ
原爆ドーム前,en,Atomic Bomb Dome
原爆ドーム前,ko,원폭 돔
原爆ドーム前,zh-cn,原爆圆顶前
原爆ドーム前,zh-tw,原爆圓頂前
国泰寺町二丁目,ja,国泰寺町二丁目
国泰寺町二丁目,ja-Hrkt,こくたいじまちにちょうめ
国泰寺町二丁目,en,Kokutaijimachi-nichome (Kokutaijimachi 2)
国泰寺町二丁目,ko,고쿠타이지마치 2초메
国泰寺町二丁目,zh-cn,国泰寺町二丁目
国泰寺町二丁目,zh-tw,國泰寺町二丁目
向洋本町,ja,向洋本町
向洋本町,ja-Hrkt,むかいなだほんまち
向洋本町,en,Mukainada-honmachi
向洋本町,ko,무카이나다 혼마치
向洋本町,zh-cn,向洋本町
向洋本町,zh-tw,向洋本町
向洋新町一丁目,ja,向洋新町一丁目
向洋新町一丁目,ja-Hrkt,むかいなだしんまちいっちょうめ
向洋新町一丁目,en,Mukainada-shinmachi-itchome (Mukainada-shinmachi 1)
向洋新町一丁目,ko,무카이나다 신마치 1초메
向洋新町一丁目,zh-cn,向洋新町一丁目
向洋新町一丁目,zh-tw,向洋新町一丁目
向洋新町二丁目,ja,向洋新町二丁目
向洋新町二丁目,ja-Hrkt,むかいなだしんまちにちょうめ
向洋新町二丁目,en,Mukainada-shinmachi-nichome (Mukainada-shinmachi 2)
向洋新町二丁目,ko,무카이나다 신마치 2초메
向洋新町二丁目,zh-cn,向洋新町二丁目
向洋新町二丁目,zh-tw,向洋新町二丁目
天満町,ja,天満町
天満町,ja-Hrkt,てんまちょう
天満町,en,Tenmacho
天満町,ko,덴마초
天満町,zh-cn,天满町
天満町,zh-tw,天滿町
女学院前,ja,女学院前
女学院前,ja-Hrkt,じょがくいんまえ
女学院前,en,Jogakuin-mae (Jogakuin High School)
女学院前,ko,여학원
女学院前,zh-cn,女学院前
女学院前,zh-tw,女學院前
西広島駅・己斐,ja,西広島駅・己斐
西広島駅・己斐,ja-Hrkt,にしひろしまえき・こい
西広島駅・己斐,en,Nishi-hiroshima Sta./Koi
西広島駅・己斐,ko,니시히로시마 역·코이
西広島駅・己斐,zh-cn,西广岛站・己斐
西広島駅・己斐,zh-tw,西廣島站・己斐
己斐本町二丁目,ja,己斐本町二丁目
己斐本町二丁目,ja-Hrkt,こいほんまちにちょうめ
己斐本町二丁目,en,Koi-honmachi-nichome (Koi-honmachi 2)
己斐本町二丁目,ko,고이혼마치 2초메
己斐本町二丁目,zh-cn,己斐本町2丁目
己斐本町二丁目,zh-tw,己斐本町2丁目
竹屋町,ja,竹屋町
竹屋町,ja-Hrkt,たけやちょう
竹屋町,en,Takeyacho
竹屋町,ko,다케야초
竹屋町,zh-cn,竹屋町
竹屋町,zh-tw,竹屋町
宝町,ja,宝町
宝町,ja-Hrkt,たからまち
宝町,en,Takaramachi
宝町,ko,다카라마치
宝町,zh-cn,宝町
宝町,zh-tw,寶町
昭和町,ja,昭和町
昭和町,ja-Hrkt,しょうわまち
昭和町,en,Showamachi
昭和町,ko,쇼와마치（옛길)
昭和町,zh-cn,昭和町（旧道）
昭和町,zh-tw,昭和町（舊道）
出汐三丁目,ja,出汐三丁目
出汐三丁目,ja-Hrkt,でしおさんちょうめ
出汐三丁目,en,Deshio-sanchome (Deshio 3)
出汐三丁目,ko,데시오 3초메
出汐三丁目,zh-cn,出汐三丁目
出汐三丁目,zh-tw,出汐三丁目
旭町,ja,旭町
旭町,ja-Hrkt,あさひまち
旭町,en,Asahimachi
旭町,ko,아사히마치
旭町,zh-cn,旭町
旭町,zh-tw,旭町
西旭町,ja,西旭町
西旭町,ja-Hrkt,にしあさひまち
西旭町,en,Nishi-asahimachi
西旭町,ko,니시아사히마치
西旭町,zh-cn,西旭町
西旭町,zh-tw,西旭町
新白島駅,ja,新白島駅
新白島駅,ja-Hrkt,しんはくしまえき
新白島駅,en,Shin-hakushima Sta.
新白島駅,ko,신하쿠시마 역
新白島駅,zh-cn,新白岛站
新白島駅,zh-tw,新白島站
戸坂中学校,ja,戸坂中学校
戸坂中学校,ja-Hrkt,へさかちゅうがっこう
戸坂中学校,en,Hesaka Chugakko (Hesaka Junior High School)
戸坂中学校,ko,헤사카 중학교
戸坂中学校,zh-cn,户坂中学
戸坂中学校,zh-tw,戶阪中學
新天地,ja,新天地
新天地,ja-Hrkt,しんてんち
新天地,en,Shintenchi
新天地,ko,신텐치
新天地,zh-cn,新天地
新天地,zh-tw,新天地
富士見町,ja,富士見町
富士見町,ja-Hrkt,ふじみちょう
富士見町,en,Fujimicho
富士見町,ko,후지미초
富士見町,zh-cn,富士见町
富士見町,zh-tw,富士見町
田中町,ja,田中町
田中町,ja-Hrkt,たなかまち
田中町,en,Tanakamachi
田中町,ko,다나카마치
田中町,zh-cn,田中町
田中町,zh-tw,田中町
保健所前,ja,保健所前
保健所前,ja-Hrkt,ほけんじょまえ
保健所前,en,Hokensho-mae
保健所前,ko,보건소
保健所前,zh-cn,保健所前
保健所前,zh-tw,保健所前
御幸橋,ja,御幸橋
御幸橋,ja-Hrkt,みゆきばし
御幸橋,en,Miyukibashi
御幸橋,ko,미유키바시
御幸橋,zh-cn,御幸桥
御幸橋,zh-tw,禦幸橋
皆実町六丁目,ja,皆実町六丁目
皆実町六丁目,ja-Hrkt,みなみまちろくちょうめ
皆実町六丁目,en,Minamimachi-rokuchome (Minamimachi 6)
皆実町六丁目,ko,미나미마치 6초메
皆実町六丁目,zh-cn,皆实町六丁目
皆実町六丁目,zh-tw,皆實町六丁目
広大附属学校前,ja,広大附属学校前
広大附属学校前,ja-Hrkt,ひろだいふぞくがっこうまえ
広大附属学校前,en,Hirodai-Fuzokugakko-mae (Hiroshima Univ. School)
広大附属学校前,ko,히로다이후조쿠갓코 마에
広大附属学校前,zh-cn,广大附属学校前
広大附属学校前,zh-tw,廣大附屬學校前
西翠町,ja,西翠町
西翠町,ja-Hrkt,にしみどりまち
西翠町,en,Nishi-midorimachi
西翠町,ko,니시미도리마치
西翠町,zh-cn,西翠町
西翠町,zh-tw,西翠町
県病院前,ja,県病院前
県病院前,ja-Hrkt,けんびょういんまえ
県病院前,en,Ken Byoin-mae (Pref. Hospital)
県病院前,ko,겐 뵤인 마에
県病院前,zh-cn,县医院前
県病院前,zh-tw,縣醫院前
県立広島大学前,ja,県立広島大学前
県立広島大学前,ja-Hrkt,けんりつひろしまだいがくまえ
県立広島大学前,en,Kenritsu Hiroshima Daigaku-mae (Pref. Univ. of Hiroshima-mae)
県立広島大学前,ko,현립 히로시마 대학 앞
県立広島大学前,zh-cn,县立广岛大学前
県立広島大学前,zh-tw,縣立廣島大學前
平塚町,ja,平塚町
平塚町,ja-Hrkt,ひらつかちょう
平塚町,en,Hiratsukacho
平塚町,ko,히라쓰카초
平塚町,zh-cn,平塚町
平塚町,zh-tw,平塚町
並木通り入口,ja,並木通り入口
並木通り入口,ja-Hrkt,なみきどおりいりぐち
並木通り入口,en,Namiki-dori-iriguchi (Namiki Ave.)
並木通り入口,ko,나미키 도리 이리구치
並木通り入口,zh-cn,并木通入口
並木通り入口,zh-tw,並木通入口
大学病院入口,ja,大学病院入口
大学病院入口,ja-Hrkt,だいがくびょういんいりぐち
大学病院入口,en,Daigaku Byoin-iriguchi (Univ. Hospital Entrance)
大学病院入口,ko,대학병원
大学病院入口,zh-cn,大学医院入口
大学病院入口,zh-tw,大學醫院入口
段原南,ja,段原南
段原南,ja-Hrkt,だんばらみなみ
段原南,en,Dambara-minami
段原南,ko,단바라 미나미
段原南,zh-cn,段原南
段原南,zh-tw,段原南
段原中央,ja,段原中央
段原中央,ja-Hrkt,だんばらちゅうおう
段原中央,en,Dambara-chuo
段原中央,ko,단바라 추오
段原中央,zh-cn,段原中央
段原中央,zh-tw,段原中央
江波本町,ja,江波本町
江波本町,ja-Hrkt,えばほんまち
白神社前,ja,白神社前
白神社前,ja-Hrkt,しらかみしゃまえ
白神社前,en,Shirakamisha-mae
白神社前,ko,시라카미샤 마에
白神社前,zh-cn,白神社前
白神社前,zh-tw,白神社前
荒神町,ja,荒神町
荒神町,ja-Hrkt,こうじんまち
荒神町,en,Kojinmachi
荒神町,ko,고진마치
荒神町,zh-cn,荒神町
荒神町,zh-tw,荒神町
西蟹屋,ja,西蟹屋
西蟹屋,ja-Hrkt,にしかにや
西蟹屋,en,Nishi-kaniya
西蟹屋,ko,니시카니야
西蟹屋,zh-cn,西蟹屋
西蟹屋,zh-tw,西蟹屋
広島バス大州車庫前,ja,広島バス大州車庫前
広島バス大州車庫前,ja-Hrkt,ひろしまばすおおずしゃこまえ
広島バス大州車庫前,en,HIROSHIMA-BUS Ozu Shako-mae (Ozu Depot)
広島バス大州車庫前,ko,히로시마 버스 오즈 샤코 마에
広島バス大州車庫前,zh-cn,广岛巴士大州车库前
広島バス大州車庫前,zh-tw,廣島巴士大州車庫前
大州四丁目,ja,大州四丁目
大州四丁目,ja-Hrkt,おおずよんちょうめ
大州四丁目,en,Ozu-yonchome (Ozu 4)
大州四丁目,ko,오즈 4초메
大州四丁目,zh-cn,大州四丁目
大州四丁目,zh-tw,大州四丁目
